latitude,longitude,location_name,temperature,humidity,rainfall,wind_speed,is_peatland,fire_occurred
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.97,89,26.1,16.4,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.87,70,2.7,4.63,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),40.71,49,0.0,7.53,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.58,80,2.8,8.56,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),39.73,23,0.0,12.32,0,1
0.5071,101.4478,Gambut - Riau (Sumatera),28.99,56,1.9,7.39,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.88,58,3.5,9.28,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),29.83,56,0.2,9.57,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),23.05,80,55.4,5.11,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.26,69,0.1,6.69,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.91,79,3.5,5.39,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),34.96,21,0.0,13.75,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),28.95,60,1.2,1.82,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),30.78,68,3.7,8.27,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),22.14,93,31.3,11.19,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),39.31,48,0.0,14.29,0,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),30.22,57,0.9,7.91,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),31.13,78,1.2,5.92,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),26.25,88,46.4,11.16,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),30.72,70,3.8,2.98,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),35.7,36,0.0,16.55,0,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),34.09,30,0.0,15.19,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.85,76,1.9,3.02,0,1
0.5071,101.4478,Gambut - Riau (Sumatera),37.94,33,0.0,17.89,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),22.97,84,54.7,16.28,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),27.42,73,3.7,3.79,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.77,61,3.9,7.08,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),21.6,87,27.9,7.09,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.46,60,2.9,1.03,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.01,82,46.9,19.04,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),34.79,20,0.0,7.15,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.23,73,2.1,2.64,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),38.41,43,0.0,13.96,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.74,72,4.9,5.54,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),26.82,95,46.0,5.9,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.6,78,3.4,3.0,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),34.75,20,0.0,5.25,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),23.7,85,51.6,6.87,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.82,61,0.4,6.53,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.01,60,4.9,5.63,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.74,79,3.6,1.58,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.05,83,58.0,19.16,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),37.5,28,0.0,5.59,0,1
0.5071,101.4478,Gambut - Riau (Sumatera),21.81,83,42.4,5.67,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),26.2,89,44.3,14.24,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),39.85,50,0.0,10.26,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),31.84,67,4.3,4.74,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),27.02,73,1.4,3.61,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),25.84,84,58.8,13.84,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),29.65,80,3.2,6.95,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),28.04,71,0.5,6.51,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),22.1,95,48.1,12.66,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),22.11,90,16.2,9.5,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),38.17,21,0.0,15.7,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),25.71,90,35.7,13.66,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),27.31,64,0.9,5.06,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),30.04,58,1.7,1.82,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.75,78,1.2,4.19,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.36,67,2.5,9.1,0,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.23,64,2.6,7.67,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),40.9,40,0.0,14.11,1,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),27.63,67,0.4,6.56,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.46,78,4.2,5.76,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),30.64,62,1.7,9.92,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),21.84,95,40.8,18.41,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.74,80,0.6,8.14,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),36.47,41,0.0,10.54,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),26.59,97,31.1,9.45,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),39.06,44,0.0,14.3,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),28.42,57,4.8,6.13,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.79,69,1.2,2.37,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.09,68,3.7,7.69,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),22.6,97,26.0,12.71,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.06,72,3.6,2.58,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.11,64,3.2,2.71,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.3,67,2.2,1.61,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),38.3,21,0.0,13.42,1,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),37.07,28,0.0,5.53,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),36.05,31,0.0,14.38,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),24.04,96,28.5,12.49,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.66,55,1.0,1.56,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),24.93,83,35.8,11.72,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),26.26,84,54.1,12.6,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.74,79,2.7,7.23,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),30.44,78,1.2,6.68,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.26,68,3.4,3.91,1,0
